category,term,hebrew_term,wikipedia_en,wikipedia_he,wikidata_id,father,student_of,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Amoraim,Shimon Ben Avishalom,שמעון בן אבישלום,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%90%D7%91%D7%99%D7%A9%D7%9C%D7%95%D7%9D,Q136482221,,,,,,,
Tannaim,Shimon ben Halafta,רבי שמעון בן חלפתא,https://en.wikipedia.org/wiki/Shimon_ben_Halafta,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%97%D7%9C%D7%A4%D7%AA%D7%90,Q6696999,,,רבי נחוניא דמן חוורן,,Judaea / פרובינקיה יודיאה,,Syria Palaestina / סוריה פלשתינה
Tannaim,Shimon ben hasgan,רבי שמעון בן הסגן,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%94%D7%A1%D7%92%D7%9F,Q16133503,Hanina Segan ha-Kohanim / רבי חנינא סגן הכהנים,,Simeon ben Gamliel II / רבן שמעון בן גמליאל,,,,
Tannaim,Shimon ben Nethanel,רבי שמעון בן נתנאל,,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%A0%D7%AA%D7%A0%D7%90%D7%9C,Q6594539,,Johanan ben Zakai / רבן יוחנן בן זכאי,,,,,
Amoraim,Shimon ben Pazi,רבי סימון,https://en.wikipedia.org/wiki/Shimon_ben_Pazi,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A1%D7%99%D7%9E%D7%95%D7%9F,Q6589258,,,,,,,
Tannaim,Shimon Ben-Yehuda,רבי שמעון בן יהודה,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%93%D7%94,Q6758488,,Shimon bar Yochai / שמעון בר יוחאי,,,Judaea / פרובינקיה יודיאה,,Syria Palaestina / סוריה פלשתינה
Tannaim,Shimon brother of Azariah,שמעון אחי עזריה,,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%90%D7%97%D7%99_%D7%A2%D7%96%D7%A8%D7%99%D7%94,Q121840131,,,,,,,
Biblical,Shiphrah and Puah,שפרה ופועה,https://en.wikipedia.org/wiki/Shiphrah_and_Puah,https://he.wikipedia.org/wiki/%D7%A9%D7%A4%D7%A8%D7%94_%D7%95%D7%A4%D7%95%D7%A2%D7%94,Q1882353,,,,,,,
Tannaim,Shmaya,שמעיה,https://en.wikipedia.org/wiki/Shmaya_%28tanna%29,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%99%D7%94,Q2907313,,Judah ben Tabbai / יהודה בן טבאי; Simeon ben Shetach / שמעון בן שטח,Hillel the Elder / הלל הזקן; Shammai the elder / שמאי הזקן,,,,
Tannaim,Shmuel ha-Katan,שמואל הקטן,https://en.wikipedia.org/wiki/Shmuel_ha-Katan,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%94%D7%A7%D7%98%D7%9F,Q2219012,,,,1c,,2c,
Biblical,Shuah,שוח,https://en.wikipedia.org/wiki/Shuah,https://he.wikipedia.org/wiki/%D7%A9%D7%95%D7%97_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q24578452,,,,,,,
Tannaim,Sifre to Deuteronomy,ספרי דברים,,https://he.wikipedia.org/wiki/%D7%A1%D7%A4%D7%A8%D7%99_%D7%93%D7%91%D7%A8%D7%99%D7%9D,Q6597194,,,,,,,
Biblical,Sihon,סיחון,https://en.wikipedia.org/wiki/Sihon,https://he.wikipedia.org/wiki/%D7%A1%D7%99%D7%97%D7%95%D7%9F,Q887987,,,,,,,Jahaz / יהצה
Biblical,Simeon,שמעון,https://en.wikipedia.org/wiki/Simeon_%28son_of_Jacob%29,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F,Q1773005,Jacob / יעקב,,,1668 BCE,Harran / חרן,2000 BCE,
Rishonim,Simeon bar Isaac,שמעון בן יצחק,https://en.wikipedia.org/wiki/Simeon_bar_Isaac,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%99%D7%A6%D7%97%D7%A7,Q1276109,,,,0950,Mainz / מיינץ,1015,Mainz / מיינץ
Tannaim,Simeon ben Azzai,בן עזאי,https://en.wikipedia.org/wiki/Simeon_ben_Azzai,https://he.wikipedia.org/wiki/%D7%91%D7%9F_%D7%A2%D7%96%D7%90%D7%99,Q601081,,,,2c,Israel / ישראל,2c,Syria Palaestina / סוריה פלשתינה
Tannaim,Simeon ben Eleazar,רבי שמעון בן אלעזר,https://en.wikipedia.org/wiki/Simeon_ben_Eleazar,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%90%D7%9C%D7%A2%D7%96%D7%A8,Q177481,,,,2c,Galilee / הגליל,,
Tannaim,Simeon ben Gamliel,רבן שמעון בן גמליאל הזקן,https://en.wikipedia.org/wiki/Simeon_ben_Gamliel,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%9F_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%92%D7%9E%D7%9C%D7%99%D7%90%D7%9C_%D7%94%D7%96%D7%A7%D7%9F,Q2037623,Gamaliel / רבן גמליאל הזקן,Gamaliel / רבן גמליאל הזקן,Gamaliel II / רבן גמליאל דיבנה,10 BCE,Roman Empire / האימפריה הרומית; Jerusalem during the Second Temple Period / ירושלים בתקופת בית שני,0069,
Tannaim,Simeon ben Gamliel II,רבן שמעון בן גמליאל,https://en.wikipedia.org/wiki/Simeon_ben_Gamaliel_II,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%9F_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%92%D7%9E%D7%9C%D7%99%D7%90%D7%9C,Q1400135,Gamaliel II / רבן גמליאל דיבנה,Gamaliel II / רבן גמליאל דיבנה; Shimon ben hasgan / רבי שמעון בן הסגן,Judah ha-Nasi / רבי יהודה הנשיא,0100,Judaea / פרובינקיה יודיאה,,
Tannaim,Simeon ben Hillel,שמעון בן הלל,https://en.wikipedia.org/wiki/Simeon_ben_Hillel,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%94%D7%9C%D7%9C,Q733042,Hillel the Elder / הלל הזקן,Hillel the Elder / הלל הזקן,Gamaliel / רבן גמליאל הזקן,1c BCE,Israel / ישראל,0009,Judaea / פרובינקיה יודיאה
Amoraim; Tannaim,Simeon ben Jehozadak,רבי שמעון בן יהוצדק,https://en.wikipedia.org/wiki/Simeon_ben_Jehozadak,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%A6%D7%93%D7%A7,Q16133506,,,,,,3c,Lod / לוד
Tannaim,Simeon ben Judah ha-Nasi,רבי שמעון ברבי,https://en.wikipedia.org/wiki/Simeon_ben_Judah_ha-Nasi,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%A8%D7%91%D7%99,Q61126436,Judah ha-Nasi / רבי יהודה הנשיא,,,,Syria Palaestina / סוריה פלשתינה,,Syria Palaestina / סוריה פלשתינה
Tannaim,Simeon ben Menasya,רבי שמעון בן מנסיא,https://en.wikipedia.org/wiki/Simeon_ben_Menasya,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%9E%D7%A0%D7%A1%D7%99%D7%90,Q2070697,,,,2c,Palestine / ארץ ישראל,1000,
Tannaim,Simeon ben Shetach,שמעון בן שטח,https://en.wikipedia.org/wiki/Simeon_ben_Shetach,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%A9%D7%98%D7%97,Q338378,,Joshua ben Perachiah / יהושע בן פרחיה; Nittai of Arbela / נתאי הארבלי,Shmaya / שמעיה; Abtalion / אבטליון,140 BCE,,60 BCE,
Tannaim,Simeon ben Zoma,בן זומא,https://en.wikipedia.org/wiki/Simeon_ben_Zoma,https://he.wikipedia.org/wiki/%D7%91%D7%9F_%D7%96%D7%95%D7%9E%D7%90,Q816598,,,,,Palestine / ארץ ישראל,2c,
Tannaim,Simeon ha-Pakoli,שמעון הפקולי,https://en.wikipedia.org/wiki/Simeon_HaPakoli,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%94%D7%A4%D7%A7%D7%95%D7%9C%D7%99,Q18192222,,,,,,,
Geonim,Simeon Kayyara,שמעון קיירא,https://en.wikipedia.org/wiki/Simeon_Kayyara,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%A7%D7%99%D7%99%D7%A8%D7%90,Q7517607,,,,,,,
Tannaim,Simeon Shezuri,רבי שמעון שזורי,https://en.wikipedia.org/wiki/Simeon_Shezuri,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%A9%D7%96%D7%95%D7%A8%D7%99,Q2902945,,,,,Galilee / הגליל,,
Tannaim,Simeon the Just,שמעון הצדיק,https://en.wikipedia.org/wiki/Simeon_the_Just,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%94%D7%A6%D7%93%D7%99%D7%A7,Q2664632,,Ezra / עזרא הסופר,Antigonus of Sokho / אנטיגנוס איש סוכו,,,,
Tannaim,Simeon the Yemenite,שמעון התימני,https://en.wikipedia.org/wiki/Simeon_the_Yemenite,https://he.wikipedia.org/wiki/%D7%A9%D7%9E%D7%A2%D7%95%D7%9F_%D7%94%D7%AA%D7%99%D7%9E%D7%A0%D7%99,Q2892375,,,,2c,Yemen / תימן,,
Biblical,Solomon,שלמה,https://en.wikipedia.org/wiki/Solomon,https://he.wikipedia.org/wiki/%D7%A9%D7%9C%D7%9E%D7%94,Q37085,David / דוד,,,990 BCE,Palestine / ארץ ישראל,931 BCE,Jerusalem / ירושלים
Geonim,Solomon ben Elijah ha-Cohen,שלמה הכהן גאון,https://en.wikipedia.org/wiki/Solomon_ben_Elijah_ha-Cohen,https://he.wikipedia.org/wiki/%D7%A9%D7%9C%D7%9E%D7%94_%D7%94%D7%9B%D7%94%D7%9F_%D7%92%D7%90%D7%95%D7%9F_%28%D7%94%D7%A9%D7%A0%D7%99%29,Q28039425,,,,,,,
Biblical,Susanna,שושנה,https://en.wikipedia.org/wiki/Susanna_%28Book_of_Daniel%29,,Q756861,,,,,,,
Tannaim,Symmachus ben Joseph,סומכוס,https://en.wikipedia.org/wiki/Symmachus_ben_Joseph,https://he.wikipedia.org/wiki/%D7%A1%D7%95%D7%9E%D7%9B%D7%95%D7%A1,Q2071105,,,,2c,Galilee / הגליל,,Syria Palaestina / סוריה פלשתינה
Biblical,Talmai,תלמי,https://en.wikipedia.org/wiki/Talmai,,Q2915994,Ammihud / עמיהוד מלך גשור,,,,,,
Biblical,Tamar,תמר,https://en.wikipedia.org/wiki/Tamar_%28daughter_of_David%29,https://he.wikipedia.org/wiki/%D7%AA%D7%9E%D7%A8_%28%D7%91%D7%AA_%D7%93%D7%95%D7%93%29,Q2917173,David / דוד,,,,Hebron / חברון,,
Biblical,Tamar,תמר,https://en.wikipedia.org/wiki/Tamar_%28Genesis%29,https://he.wikipedia.org/wiki/%D7%AA%D7%9E%D7%A8_%28%D7%A1%D7%A4%D7%A8_%D7%91%D7%A8%D7%90%D7%A9%D7%99%D7%AA%29,Q1030008,Elam / עילם; Shem / שם בן נח,,,,,,
Tannaim,Tannaim,תנאים,https://en.wikipedia.org/wiki/Tannaim,https://he.wikipedia.org/wiki/%D7%AA%D7%A0%D7%90%D7%99%D7%9D,Q975574,,,,,,,
Tannaim,Tarfon,רבי טרפון,https://en.wikipedia.org/wiki/Rabbi_Tarfon,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%98%D7%A8%D7%A4%D7%95%D7%9F,Q1268142,,,,1c,Israel / ישראל,0130,Judaea / פרובינקיה יודיאה
Biblical,Tattenai,תתני,https://en.wikipedia.org/wiki/Tattenai,https://he.wikipedia.org/wiki/%D7%AA%D7%AA%D7%A0%D7%99,Q1641601,,,,6c BCE,,5c BCE,
Tannaim,Ten Martyrs,עשרת הרוגי מלכות,https://en.wikipedia.org/wiki/Ten_Martyrs,https://he.wikipedia.org/wiki/%D7%A2%D7%A9%D7%A8%D7%AA_%D7%94%D7%A8%D7%95%D7%92%D7%99_%D7%9E%D7%9C%D7%9B%D7%95%D7%AA,Q2916186,,,,,,,
Biblical,Terah,תרח,https://en.wikipedia.org/wiki/Terah,https://he.wikipedia.org/wiki/%D7%AA%D7%A8%D7%97,Q586541,Nahor / נחור,,,1883 BCE,,1678 BCE,Haran / חָרָן
Biblical,Tharbis,האישה הכושית,https://en.wikipedia.org/wiki/Tharbis,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%A9%D7%94_%D7%94%D7%9B%D7%95%D7%A9%D7%99%D7%AA,Q7710759,,,,,Kingdom of Kush / ממלכת כוש,,
Tannaim,The ancient city of Tiberias,העיר העתיקה של טבריה,,https://he.wikipedia.org/wiki/%D7%94%D7%A2%D7%99%D7%A8_%D7%94%D7%A2%D7%AA%D7%99%D7%A7%D7%94_%D7%A9%D7%9C_%D7%98%D7%91%D7%A8%D7%99%D7%94,Q92149951,,,,,,,
Biblical kings,Tibni,תבני,https://en.wikipedia.org/wiki/Tibni,https://he.wikipedia.org/wiki/%D7%AA%D7%91%D7%A0%D7%99,Q887994,Ginath,,,10c BCE,,880 BCE,
Biblical,Tiras,תירס,https://en.wikipedia.org/wiki/Tiras,https://he.wikipedia.org/wiki/%D7%AA%D7%99%D7%A8%D7%A1_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q1481751,Japheth / יפת בן נח,,,,,,
Biblical,Tirzah,תרצה,https://en.wikipedia.org/wiki/Tirzah_%28name%29,,Q27587242,Zelophehad / צלפחד,,,,,,
Biblical,Tobiah,טוביה העמוני,https://en.wikipedia.org/wiki/Tobiah_%28Ammonite%29,https://he.wikipedia.org/wiki/%D7%98%D7%95%D7%91%D7%99%D7%94_%D7%94%D7%A2%D7%9E%D7%95%D7%A0%D7%99,Q4201578,,,,,,,
Biblical,Togarmah,תגרמה,https://en.wikipedia.org/wiki/Togarmah,https://he.wikipedia.org/wiki/%D7%AA%D7%95%D7%92%D7%A8%D7%9E%D7%94_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q1068499,Gomer / גומר בן יפת,,,,,,
Biblical,Tola,תולע בן פואה,https://en.wikipedia.org/wiki/Tola_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%AA%D7%95%D7%9C%D7%A2_%D7%91%D7%9F_%D7%A4%D7%95%D7%90%D7%94,Q1516117,Puah,,,,,,
Amoraim,Ulla,עולא,https://en.wikipedia.org/wiki/Ulla_%28Talmudist%29,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%9C%D7%90,Q1255590,,,,,,4c,
Biblical,Uriah (Book of Kings),אוריה הכהן,https://en.wikipedia.org/wiki/Uriah_%28Book_of_Kings%29,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A8%D7%99%D7%94_%D7%94%D7%9B%D7%94%D7%9F_%28%D7%9B%D7%94%D7%9F_%D7%92%D7%93%D7%95%D7%9C%29,Q20502021,,,,,,,
Biblical,Urijah,אוריהו בן שמעיהו,https://en.wikipedia.org/wiki/Uriah_%28prophet%29,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A8%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%A9%D7%9E%D7%A2%D7%99%D7%94%D7%95,Q3206316,Shemaiah,,,,Kiriath-Jearim / תל קרית יערים,,Kingdom of Judah / ממלכת יהודה
Biblical,Uzai,Uzai,https://en.wikipedia.org/wiki/Uzai,,Q7904460,,,,,,,
Biblical,Uzal,אוזל,https://en.wikipedia.org/wiki/Uzal,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%96%D7%9C,Q7904500,Joktan / יקטן,,,,,,
Biblical,Uzzah,עוזה,https://en.wikipedia.org/wiki/Uzzah,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%96%D7%90,Q4331914,,,,,,,
Biblical,Uzzi,Uzzi,https://en.wikipedia.org/wiki/Uzzi,,Q7905275,,,,,,,
Biblical kings,Uzziah,עוזיהו,https://en.wikipedia.org/wiki/Uzziah,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%96%D7%99%D7%94%D7%95,Q313216,Amaziah / אמציהו,,,801 BCE,Jerusalem / ירושלים,733 BCE,Jerusalem / ירושלים
Biblical,Uzziel,עוזיאל,https://en.wikipedia.org/wiki/Uzziel,,Q4207606,Kohath / קהת,,,,,,
Tannaim,Yadua the Babylonian,ידוע הבבלי,https://en.wikipedia.org/wiki/Yadua_the_Babylonian,https://he.wikipedia.org/wiki/%D7%99%D7%93%D7%95%D7%A2_%D7%94%D7%91%D7%91%D7%9C%D7%99,Q2892416,,Rabbi Meir / רבי מאיר,,2c,Babylon / בבל,3c,Syria / סוריה
Biblical,Yael,יעל אשת חבר הקיני,https://en.wikipedia.org/wiki/Jael,https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%9C_%D7%90%D7%A9%D7%AA_%D7%97%D7%91%D7%A8_%D7%94%D7%A7%D7%99%D7%A0%D7%99,Q954820,,,,,,,
Rishonim,Yehuda Ha-Cohen Ibn Susan,יהודה הכהן אבן סוסאן,https://en.wikipedia.org/wiki/Yehuda_Ha-Cohen_Ibn_Susan,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%94%D7%9B%D7%94%D7%9F_%D7%90%D7%91%D7%9F_%D7%A1%D7%95%D7%A1%D7%90%D7%9F,Q94999263,,,"Moshe ben Maimon / רמב""ם",,,1165,
Geonim,Yehudai Gaon,יהודאי גאון,https://en.wikipedia.org/wiki/Yehudai_ben_Nahman,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%90%D7%99_%D7%92%D7%90%D7%95%D7%9F,Q455836,,,,0700,,0762,
Medieval Jewish,Yitzhak ha-Sangari,יצחק הסנגרי,https://en.wikipedia.org/wiki/Yitzhak_ha-Sangari,,Q4203497,,,,,,,
Tannaim,Yochanan ben HaChoranit,רבי יוחנן בן החורני,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%94%D7%97%D7%95%D7%A8%D7%A0%D7%99,Q20608469,,Shammai the elder / שמאי הזקן,Eleazar Bar Zadok / רבי אלעזר ברבי צדוק,,,,
Rishonim,Yom Tov of Falaise,יום טוב מפלייזא,https://en.wikipedia.org/wiki/Yom_Tov_of_Falaise,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%9D_%D7%98%D7%95%D7%91_%D7%9E%D7%A4%D7%9C%D7%99%D7%99%D7%96%D7%90,Q25490718,,,,,,,
Tannaim,Yose HaKohen,רבי יוסי הכהן,https://en.wikipedia.org/wiki/Yose_HaKohen,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%A1%D7%99_%D7%94%D7%9B%D7%94%D7%9F,Q12411207,,Johanan ben Zakai / רבן יוחנן בן זכאי,,,,,
Biblical,Zadok,צדוק,https://en.wikipedia.org/wiki/Zadok,https://he.wikipedia.org/wiki/%D7%A6%D7%93%D7%95%D7%A7,Q140100,Ahitub / אחיטוב בן אמריה,,,,Land of Israel / ארץ ישראל,,
Biblical,Zaham,Zaham,https://en.wikipedia.org/wiki/Zaham,,Q8064608,Rehoboam / רחבעם,,,,,,
Rishonim,Zalman of St. Goar,Zalman of St. Goar,https://en.wikipedia.org/wiki/Zalman_of_Sankt_Goar,,Q134514055,,,,,,,
Biblical,Zebul,זבול (דמות מקראית),https://en.wikipedia.org/wiki/Zebul_%28biblical_figure%29,,Q16944355,,,,,,,
Biblical,Zebulun,זבולון,https://en.wikipedia.org/wiki/Zebulun,https://he.wikipedia.org/wiki/%D7%96%D7%91%D7%95%D7%9C%D7%95%D7%9F,Q614575,Jacob / יעקב,,,,Paddan Aram / פדן ארם,,
Biblical,Zechariah,זכריה הנביא,https://en.wikipedia.org/wiki/Zechariah_%28Hebrew_prophet%29,https://he.wikipedia.org/wiki/%D7%96%D7%9B%D7%A8%D7%99%D7%94_%D7%94%D7%A0%D7%91%D7%99%D7%90,Q604259,,,,6c BCE,,450 BCE,
Biblical,Zechariah,Zechariah,https://en.wikipedia.org/wiki/Zechariah_%28list_of_biblical_figures%29,,Q16291218,,,,,,,
Rishonim,Zechariah Aghmati,זכריה בן יהודה אגמאתי,https://en.wikipedia.org/wiki/Zechariah_Aghmati,https://he.wikipedia.org/wiki/%D7%96%D7%9B%D7%A8%D7%99%D7%94_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%90%D7%92%D7%9E%D7%90%D7%AA%D7%99,Q6967484,,,,1120,,1195,
Tannaim,Zechariah ben Abkilus,רבי זכריה בן אבקולס,https://en.wikipedia.org/wiki/Zechariah_ben_Abkilus,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%96%D7%9B%D7%A8%D7%99%D7%94_%D7%91%D7%9F_%D7%90%D7%91%D7%A7%D7%95%D7%9C%D7%A1,Q6945551,,,,,,,
Biblical,Zechariah ben Jehoiada,זכריה בן יהוידע,https://en.wikipedia.org/wiki/Zechariah_ben_Jehoiada,https://he.wikipedia.org/wiki/%D7%96%D7%9B%D7%A8%D7%99%D7%94_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%99%D7%93%D7%A2,Q2060131,Jehoiada / יהוידע הכהן,Jehoiada / יהוידע הכהן,Hosea / הושע בן בארי,,,9c BCE,
Rishonim,Zechariah ben Solomon-Rofe,זכריה הרופא,https://en.wikipedia.org/wiki/Zechariah_ha-Rof%C3%A9,https://he.wikipedia.org/wiki/%D7%96%D7%9B%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%A4%D7%90,Q7058653,,,,,,,
Biblical; Biblical kings,Zechariah of Israel,זכריהו בן ירבעם,https://en.wikipedia.org/wiki/Zechariah_of_Israel,https://he.wikipedia.org/wiki/%D7%96%D7%9B%D7%A8%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%99%D7%A8%D7%91%D7%A2%D7%9D,Q334726,Jeroboam II / ירבעם השני,,,8c BCE,,752 BCE,Kingdom of Israel / ממלכת ישראל
Biblical; Biblical kings,Zedekiah,צדקיהו,https://en.wikipedia.org/wiki/Zedekiah,https://he.wikipedia.org/wiki/%D7%A6%D7%93%D7%A7%D7%99%D7%94%D7%95,Q184273,Josiah / יאשיהו,,,617 BCE,Jerusalem / ירושלים,550 BCE,Babylon / בבל
Geonim,Zemah ben Hayyim,צמח בן חיים,https://en.wikipedia.org/wiki/Zemah_ben_Hayyim,https://he.wikipedia.org/wiki/%D7%A6%D7%9E%D7%97_%D7%91%D7%9F_%D7%97%D7%99%D7%99%D7%9D,Q8068858,,,,,,,
Geonim,Zemah ben Paltoi,צמח בן פלטוי,https://en.wikipedia.org/wiki/Zemah_ben_Paltoi,https://he.wikipedia.org/wiki/%D7%A6%D7%9E%D7%97_%D7%91%D7%9F_%D7%A4%D7%9C%D7%98%D7%95%D7%99,Q25493321,,,,,,0890,
Biblical,Zephaniah,צפניה בן כושי,https://en.wikipedia.org/wiki/Zephaniah,https://he.wikipedia.org/wiki/%D7%A6%D7%A4%D7%A0%D7%99%D7%94_%D7%91%D7%9F_%D7%9B%D7%95%D7%A9%D7%99,Q1761359,Cushi / כושי,Habakkuk / חבקוק,Jeremiah / ירמיהו,701 BCE,Jerusalem / ירושלים,609 BCE,
Biblical,Zerah,זרח,https://en.wikipedia.org/wiki/Zerah,https://he.wikipedia.org/wiki/%D7%96%D7%A8%D7%97,Q3223065,Judah / יהודה,,,,,,
Biblical,Zeresh,זרש,https://en.wikipedia.org/wiki/Zeresh,https://he.wikipedia.org/wiki/%D7%96%D7%A8%D7%A9,Q939384,,,,,,,
Biblical,Zeruah,צרועה,https://en.wikipedia.org/wiki/Zeruah,https://he.wikipedia.org/wiki/%D7%A6%D7%A8%D7%95%D7%A2%D7%94,Q8069663,,,,,,,
Biblical,Zerubbabel,זרובבל בן שאלתיאל,https://en.wikipedia.org/wiki/Zerubbabel,https://he.wikipedia.org/wiki/%D7%96%D7%A8%D7%95%D7%91%D7%91%D7%9C_%D7%91%D7%9F_%D7%A9%D7%90%D7%9C%D7%AA%D7%99%D7%90%D7%9C,Q320139,Shealtiel / שאלתיאל; Pedaiah / פדיה,,,566 BCE,Babylon / בבל,510 BCE,Babylon / בבל
Biblical,Zeruiah,צרויה,https://en.wikipedia.org/wiki/Zeruiah,https://he.wikipedia.org/wiki/%D7%A6%D7%A8%D7%95%D7%99%D7%94,Q196771,Jesse / ישי,,,,,,
Biblical,Ziba,ציבא,https://en.wikipedia.org/wiki/Ziba_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A6%D7%99%D7%91%D7%90,Q8071402,,,,,,,
Biblical,Zilpa,זלפה,https://en.wikipedia.org/wiki/Zilpah,https://he.wikipedia.org/wiki/%D7%96%D7%9C%D7%A4%D7%94,Q221826,,,,,,,
Biblical; Biblical kings,Zimri,זמרי,https://en.wikipedia.org/wiki/Zimri_%28king%29,https://he.wikipedia.org/wiki/%D7%96%D7%9E%D7%A8%D7%99_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%29,Q313230,,,,10c BCE,,885 BCE; 873 BCE,Tirzah / תרצה
Biblical,Zimri,זמרי בן סלוא,https://en.wikipedia.org/wiki/Zimri_%28prince%29,https://he.wikipedia.org/wiki/%D7%96%D7%9E%D7%A8%D7%99_%D7%91%D7%9F_%D7%A1%D7%9C%D7%95%D7%90,Q203956,,,,,,,
Biblical,Ziph,זיף,https://en.wikipedia.org/wiki/Ziph,,Q8072635,,,,,,,
Biblical,Zipporah,צפורה,https://en.wikipedia.org/wiki/Zipporah,https://he.wikipedia.org/wiki/%D7%A6%D7%A4%D7%95%D7%A8%D7%94,Q205523,Jethro / יתרו,,,,,,
Tannaim,Zohar,ספר הזוהר,https://en.wikipedia.org/wiki/Zohar,https://he.wikipedia.org/wiki/%D7%A1%D7%A4%D7%A8_%D7%94%D7%96%D7%95%D7%94%D7%A8,Q205388,,,,,,,
Biblical,Zophah,Zophah,https://en.wikipedia.org/wiki/Zophah,,Q8074241,,,,,,,
