category,term,hebrew_term,wikipedia_en,wikipedia_he,wikidata_id,father,student_of,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Biblical,Isaac,יצחק,https://en.wikipedia.org/wiki/Isaac,https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7,Q671872,Abraham / אברהם,,,1851 BCE,Canaan / כנען,1533 BCE; 1671 BCE,Canaan / כנען
Geonim,Isaac,Isaac,https://en.wikipedia.org/wiki/Isaac_%28Gaon%29,,Q118874579,,,,,,,
Rishonim,Isaac Abrabanel,יצחק אברבנאל,https://en.wikipedia.org/wiki/Isaac_Abarbanel,https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7_%D7%90%D7%91%D7%A8%D7%91%D7%A0%D7%90%D7%9C,Q319902,,,,1437,Lisbon / ליסבון,1508-09-23,Venice / ונציה
Rishonim,Isaac Alfasi,"רי""ף",https://en.wikipedia.org/wiki/Isaac_Alfasi,https://he.wikipedia.org/wiki/%D7%A8%D7%99%22%D7%A3,Q523491,,Nissim ben Jacob / רב ניסים גאון; Chananel ben Chushiel / חננאל בן חושיאל,"Joseph ibn Migash / ר""י מיגאש; Judah Halevi / יהודה הלוי",1013,Qal'at Bani Hammad / מצודת בני חמאד,1103; 1103-04-20; 1103-05-19; 1103,Lucena / לוסנה
Rishonim,Isaac ben Jacob ha-Lavan,יצחק הלבן,https://en.wikipedia.org/wiki/Isaac_ben_Jacob_ha-Lavan,https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7_%D7%94%D7%9C%D7%91%D7%9F,Q6077403,,Rabbeinu Tam / רבנו תם; Isaac ben Asher ha-Levi / יצחק בן אשר הלוי,,1120,Prague / פראג; Regensburg / רגנסבורג,,
Rishonim,Isaac ben Meir Halevi of Düren,יצחק מדורא,https://en.wikipedia.org/wiki/Isaac_ben_Meir_Halevi_of_D%C3%BCren,https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7_%D7%9E%D7%93%D7%95%D7%A8%D7%90,Q1405586,,,Alexander Suslin / אלכסנדרי זוסלין הכהן; Samson ben Zadok / שמשון בן צדוק,13c,,1300,
Rishonim,Isaac ben Mordecai of Regensburg,יצחק בן מרדכי,https://en.wikipedia.org/wiki/Isaac_ben_Mordecai_of_Regensburg,,Q1397374,,,,,,,
Rishonim,Isaac Hilo,יצחק חילו,https://en.wikipedia.org/wiki/Isaac_Chelo,https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7_%D7%97%D7%99%D7%9C%D7%95,Q6076498,,,,,,,
Biblical,Isaiah,ישעיהו,https://en.wikipedia.org/wiki/Isaiah,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A2%D7%99%D7%94%D7%95,Q188794,Amoz / אמוץ,Amos / עָמוֹס,Micah / מיכה,766 BCE,Kingdom of Judah / ממלכת יהודה,686 BCE,
Biblical,Iscah,יסכה,https://en.wikipedia.org/wiki/Iscah,https://he.wikipedia.org/wiki/%D7%99%D7%A1%D7%9B%D7%94,Q6079192,Haran / הרן,,,,Mesopotamia / מסופוטמיה,,
Biblical; Biblical kings,Ish-bosheth,איש בושת,https://en.wikipedia.org/wiki/Ish-bosheth,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%A9_%D7%91%D7%95%D7%A9%D7%AA,Q313238,Saul / שאול,,,1050 BCE,,1010 BCE,
Tannaim,Ishmael ben Elisha ha-Kohen,ישמעאל בן אלישע כהן גדול,https://en.wikipedia.org/wiki/Ishmael_ben_Elisha_HaKohen,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C_%D7%91%D7%9F_%D7%90%D7%9C%D7%99%D7%A9%D7%A2_%D7%9B%D7%94%D7%9F_%D7%92%D7%93%D7%95%D7%9C,Q2070152,,,,,,,Israel / ישראל
Tannaim,Ishmael ben Jose,רבי ישמעאל ברבי יוסי,https://en.wikipedia.org/wiki/Ishmael_ben_Jose,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C_%D7%91%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%A1%D7%99,Q2902804,,,,,Israel / ישראל,,Syria Palaestina / סוריה פלשתינה
Biblical,Ishmael son of Nethaniah,ישמעאל בן נתניה,https://en.wikipedia.org/wiki/Ishmael_son_of_Nethaniah,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C_%D7%91%D7%9F_%D7%A0%D7%AA%D7%A0%D7%99%D7%94,Q2903835,Nethaniah,,,,,,
Biblical,Issachar,יששכר,https://en.wikipedia.org/wiki/Issachar,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A9%D7%9B%D7%A8,Q651256,Jacob / יעקב,,,,Paddan Aram / פדן ארם,,
Amoraim,Issachar de-Kfar Mandi,יששכר דכפר מנדי,,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A9%D7%9B%D7%A8_%D7%93%D7%9B%D7%A4%D7%A8_%D7%9E%D7%A0%D7%93%D7%99,Q125584539,,,,,Syria Palaestina / סוריה פלשתינה,,Syria Palaestina / סוריה פלשתינה
Tannaim,Issi ben Judah,איסי בן יהודה,https://en.wikipedia.org/wiki/Issi_ben_Judah,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%A1%D7%99_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%93%D7%94,Q2905244,,Eleazar ben Shammua / רבי אלעזר בן שמוע,,2c,Babylon / בבל,1000,
Biblical,Ithamar,איתמר הכהן,https://en.wikipedia.org/wiki/Ithamar,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%AA%D7%9E%D7%A8_%D7%94%D7%9B%D7%94%D7%9F,Q1675214,Aaron / אהרן,,,,,,
Biblical,Ithiel,Ithiel,https://en.wikipedia.org/wiki/Ithiel,,Q22905935,,,,,,,
Biblical,Ittai the Gittite,איתי הגיתי,,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%AA%D7%99_%D7%94%D7%92%D7%99%D7%AA%D7%99,Q30527544,,,,,,,
Biblical,Jaakobah,Jaakobah,https://en.wikipedia.org/wiki/Jaakobah,,Q6109599,,,,,,,
Biblical,Jaazaniah,יאזניה,https://en.wikipedia.org/wiki/Jaazaniah,,Q17006080,,,,,,,
Biblical,Jabesh,יבש,https://en.wikipedia.org/wiki/Jabesh,,Q16947750,,,,,,,
Biblical,Jabez,יעבץ,https://en.wikipedia.org/wiki/Jabez_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%91%D7%A5_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q1676833,,,,,,,
Biblical,Jacob,יעקב,https://en.wikipedia.org/wiki/Jacob,https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91,Q289957,Isaac / יצחק,,,1791 BCE,Canaan / כנען,1644 BCE,Ancient Egypt / מצרים העתיקה
Rishonim,Jacob ben Nathanael,Jacob ben Nathanael,https://en.wikipedia.org/wiki/Jacob_ben_Nathanael,,Q6119529,,,,,,,
Medieval Jewish; Rishonim,Jacob ben Reuben,יעקב בן ראובן,https://en.wikipedia.org/wiki/Jacob_ben_Reuben_%28Karaite%29,https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%91%D7%9F_%D7%A8%D7%90%D7%95%D7%91%D7%9F,Q6119539,,,,,,,
Rishonim,Jacob of Chinon,Jacob of Chinon,https://en.wikipedia.org/wiki/Jacob_of_Chinon,,Q96217230,,,,,,,
Geonim,Jacob of Nehar Pekod,יעקב הכהן מנהר פקוד,https://en.wikipedia.org/wiki/Jacob_of_Nehar_Pekod,https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%94%D7%9B%D7%94%D7%9F_%D7%9E%D7%A0%D7%94%D7%A8_%D7%A4%D7%A7%D7%95%D7%93,Q6545709,,,,,,,
Biblical,Jaddua,ידוע הכהן,https://en.wikipedia.org/wiki/Jaddua,https://he.wikipedia.org/wiki/%D7%99%D7%93%D7%95%D7%A2_%D7%94%D7%9B%D7%94%D7%9F,Q2723012,Johanan / יוחנן בן יוידע,,,,,,
Biblical,Jadon,Jadon,https://en.wikipedia.org/wiki/Jadon,,Q6121485,,,,,,,
Biblical,Jahaziel,Jahaziel,https://en.wikipedia.org/wiki/Jahaziel,,Q1966067,,,,,,,
Biblical,Jahdai,יהדי,https://en.wikipedia.org/wiki/Jahdai,,Q6123224,,,,,,,
Biblical,Jair,יאיר הגלעדי,https://en.wikipedia.org/wiki/Jair_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%99%D7%90%D7%99%D7%A8_%D7%94%D7%92%D7%9C%D7%A2%D7%93%D7%99,Q1143157,,,,,Gilead / הגלעד,,
Biblical,Jair,יאיר בן מנשה,,https://he.wikipedia.org/wiki/%D7%99%D7%90%D7%99%D7%A8_%D7%91%D7%9F_%D7%9E%D7%A0%D7%A9%D7%94,Q110159933,Manasseh / מנשה,,,,,,
Biblical,Jashobeam,תחכמוני,https://en.wikipedia.org/wiki/Jashobeam,https://he.wikipedia.org/wiki/%D7%AA%D7%97%D7%9B%D7%9E%D7%95%D7%A0%D7%99_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q2903701,,,,,,,
Biblical; Biblical kings,Jeconiah,יהויכין,https://en.wikipedia.org/wiki/Jeconiah,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%99%D7%9B%D7%99%D7%9F,Q319049,Jehoiakim / יהויקים,,,616 BCE,Jerusalem / ירושלים,597 BCE; 561 BCE,Babylon / בבל
Biblical,Jedaiah,ידעיה,https://en.wikipedia.org/wiki/Jedaiah,,Q6172657,,,,,,,
Biblical,Jeduthun,ידותון,https://en.wikipedia.org/wiki/Jeduthun,https://he.wikipedia.org/wiki/%D7%99%D7%93%D7%95%D7%AA%D7%95%D7%9F,Q3567244,,,,,,,
Biblical; Biblical kings,Jehoahaz,יהואחז,https://en.wikipedia.org/wiki/Jehoahaz_of_Judah,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%90%D7%97%D7%96_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%94%D7%95%D7%93%D7%94%29,Q336832,Josiah / יאשיהו,,,633 BCE,Kingdom of Judah / ממלכת יהודה,609 BCE,Egypt / מצרים
Biblical kings,Jehoahaz,יואחז,https://en.wikipedia.org/wiki/Jehoahaz_of_Israel,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%90%D7%97%D7%96_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%29,Q334729,Jehu / יהוא,,,9c BCE,,798 BCE,
Biblical; Biblical kings,Jehoash,יהואש,https://en.wikipedia.org/wiki/Jehoash_of_Judah,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%90%D7%A9_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%94%D7%95%D7%93%D7%94%29,Q313229,Ahaziah / אחזיהו,,,842 BCE,Jerusalem / ירושלים,795 BCE,Kingdom of Judah / ממלכת יהודה
Biblical kings,Jehoash,יואש,https://en.wikipedia.org/wiki/Jehoash_of_Israel,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%90%D7%A9_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%29,Q334736,Jehoahaz / יואחז,,,9c BCE,,782 BCE,Sebastia / סבסטיה
Biblical,Jehoiada,יהוידע הכהן,https://en.wikipedia.org/wiki/Jehoiada,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%99%D7%93%D7%A2_%D7%94%D7%9B%D7%94%D7%9F,Q2194240,,Elisha / אלישע,Zechariah ben Jehoiada / זכריה בן יהוידע,,,,
Biblical,Jehoiada II,יהוידע בן אלישיב הכהן,https://en.wikipedia.org/wiki/Joiada,,Q6268944,Eliashib / אלישיב בן יהויקים,,,,,,
Biblical; Biblical kings,Jehoiakim,יהויקים,https://en.wikipedia.org/wiki/Jehoiakim,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%99%D7%A7%D7%99%D7%9D,Q319034,Josiah / יאשיהו,,,634 BCE,Jerusalem / ירושלים,598 BCE,Jerusalem / ירושלים
Biblical,Jehoiarib,יהויריב,https://en.wikipedia.org/wiki/Jehoiarib,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%99%D7%A8%D7%99%D7%91,Q6176482,,,,,,,
Biblical,Jehonadab,יהונדב בן רכב,https://en.wikipedia.org/wiki/Jehonadab,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%A0%D7%93%D7%91_%D7%91%D7%9F_%D7%A8%D7%9B%D7%91,Q6176487,Rechab / רכב,,,,,,
Biblical; Biblical kings,Jehoram,יורם,https://en.wikipedia.org/wiki/Jehoram_of_Israel,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A8%D7%9D_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%29,Q334739,Ahab / אחאב,,,870 BCE,,841 BCE,Tel Jezreel / תל יזרעאל
Biblical kings,Jehoram,יהורם,https://en.wikipedia.org/wiki/Jehoram_of_Judah,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%A8%D7%9D_%28%D7%9E%D7%9C%D7%9A_%D7%99%D7%94%D7%95%D7%93%D7%94%29,Q313215,Jehoshaphat / יהושפט,,,881 BCE,,842 BCE,
Biblical,Jehoshaphat,Jehoshaphat,https://en.wikipedia.org/wiki/Jehoshaphat_%28father_of_Jehu%29,,Q104536612,Nimshi,,,,,,
Biblical kings,Jehoshaphat,יהושפט,https://en.wikipedia.org/wiki/Jehoshaphat,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%A9%D7%A4%D7%98,Q126689,Asa / אסא,,,905 BCE,,849 BCE,Kingdom of Judah / ממלכת יהודה
Geonim,Jehoshaphat ben Saul,Jehoshaphat ben Saul,https://en.wikipedia.org/wiki/Jehoshaphat_ben_Josiah,,Q6176491,Saul ben Anan / שאול בן ענן,,,,Iraq / עיראק,,
Biblical,Jehosheba,יהושבע,https://en.wikipedia.org/wiki/Jehosheba,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%A9%D7%91%D7%A2,Q4202829,Jehoram / יהורם,,,9c BCE,,,
Biblical,Jehozadak,יהוצדק הכהן,https://en.wikipedia.org/wiki/Jehozadak,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%A6%D7%93%D7%A7_%D7%94%D7%9B%D7%94%D7%9F,Q6176509,Seraiah / שריה,,,,,,
Biblical,Jehu,יהוא בן חנני,https://en.wikipedia.org/wiki/Jehu_%28prophet%29,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%90_%D7%91%D7%9F_%D7%97%D7%A0%D7%A0%D7%99,Q1686571,Hanani / חנני,,,9c BCE,,9c BCE,
Biblical; Biblical kings,Jehu,יהוא,https://en.wikipedia.org/wiki/Jehu,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%90,Q313225,Jehoshaphat; Jehoshaphat / יהושפט,,,876 BCE,Samaria / השומרון,814 BCE,Samaria / השומרון
Biblical,Jehucal,יהוכל בן שלמיהו,https://en.wikipedia.org/wiki/Jehucal,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%9B%D7%9C_%D7%91%D7%9F_%D7%A9%D7%9C%D7%9E%D7%99%D7%94%D7%95,Q2908209,,,,,,,
Biblical,Jemima,ימימה,https://en.wikipedia.org/wiki/Jemima_%28Bible%29,https://he.wikipedia.org/wiki/%D7%99%D7%9E%D7%99%D7%9E%D7%94,Q3107413,Job / איוב,,,,,,
Biblical,Jephthah,יפתח הגלעדי,https://en.wikipedia.org/wiki/Jephthah,https://he.wikipedia.org/wiki/%D7%99%D7%A4%D7%AA%D7%97_%D7%94%D7%92%D7%9C%D7%A2%D7%93%D7%99,Q1133523,Gilead,,,1160 BCE,Gilead / הגלעד,1080 BCE,
Biblical,Jerahmeel,ירחמאל,https://en.wikipedia.org/wiki/Jerahmeel,https://he.wikipedia.org/wiki/%D7%99%D7%A8%D7%97%D7%9E%D7%90%D7%9C,Q6180535,,,,,,,
Biblical,Jeremiah,ירמיהו,https://en.wikipedia.org/wiki/Jeremiah,https://he.wikipedia.org/wiki/%D7%99%D7%A8%D7%9E%D7%99%D7%94%D7%95,Q158825,Hilkiah / חלקיהו בן שלום,Zephaniah / צפניה בן כושי,Baruch ben Neriah / ברוך בן נריה,645 BCE,Anathoth / ענתות,587 BCE,Ancient Egypt / מצרים העתיקה
Tannaim,Jeremiah,רבי ירמיה (הראשון),https://en.wikipedia.org/wiki/Jeremiah_%28I%29,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A8%D7%9E%D7%99%D7%94_%28%D7%94%D7%A8%D7%90%D7%A9%D7%95%D7%9F%29,Q12411210,,,,,,,
Amoraim,Jeremiah,רבי ירמיה,https://en.wikipedia.org/wiki/Jeremiah_%28III%29,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A8%D7%9E%D7%99%D7%94,Q6180711,,,,,,,
Biblical,Jerimoth,Jerimoth,https://en.wikipedia.org/wiki/Jerimoth,,Q114743506,,,,,,,
Biblical kings,Jeroboam I,ירבעם בן נבט,https://en.wikipedia.org/wiki/Jeroboam,https://he.wikipedia.org/wiki/%D7%99%D7%A8%D7%91%D7%A2%D7%9D_%D7%91%D7%9F_%D7%A0%D7%91%D7%98,Q313219,Nebat / נבט,,,10c BCE,Kingdom of Israel / ממלכת ישראל המאוחדת,910 BCE,
Biblical; Biblical kings,Jeroboam II,ירבעם השני,https://en.wikipedia.org/wiki/Jeroboam_II,https://he.wikipedia.org/wiki/%D7%99%D7%A8%D7%91%D7%A2%D7%9D_%D7%94%D7%A9%D7%A0%D7%99,Q313232,Jehoash / יואש,,,9c BCE,,753 BCE,Samaria / השומרון
Biblical,Jeroham,ירחם,https://en.wikipedia.org/wiki/Jeroham,,Q6182499,Elihu / אליהוא,,,,,,
Tannaim,Jerusalem of Gold,ירושלים של זהב (אגדה והלכה),,https://he.wikipedia.org/wiki/%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D_%D7%A9%D7%9C_%D7%96%D7%94%D7%91_%28%D7%AA%D7%9B%D7%A9%D7%99%D7%98%29,Q12408324,,,,,,,
Amoraim,Jerusalemite Amora,אמוראי ארץ ישראל,,https://he.wikipedia.org/wiki/%D7%90%D7%9E%D7%95%D7%A8%D7%90%D7%99_%D7%90%D7%A8%D7%A5_%D7%99%D7%A9%D7%A8%D7%90%D7%9C,Q55649848,,,,,,,
Tannaim,Jeshbab the Scribe,רבי ישבב הסופר,https://en.wikipedia.org/wiki/Jeshbab_the_Scribe,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%A9%D7%91%D7%91_%D7%94%D7%A1%D7%95%D7%A4%D7%A8,Q2907627,,,,40s,Land of Israel / ארץ ישראל,130s,
Biblical,Jesiah,Jesiah,https://en.wikipedia.org/wiki/Jesiah,,Q6185722,,,,,,,
Biblical,Jesse,ישי,https://en.wikipedia.org/wiki/Jesse_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%99,Q45090,Obed / עובד,,,1140 BCE,,1020 BCE,
Biblical prophets,Jesus ben Ananias,ישוע בן חנניה,https://en.wikipedia.org/wiki/Jesus_ben_Ananias,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%95%D7%A2_%D7%91%D7%9F_%D7%97%D7%A0%D7%A0%D7%99%D7%94,Q740789,,,,1c,,1c,
Biblical,Jether,יתר,https://en.wikipedia.org/wiki/Jether,,Q6189003,,,,,,,
Biblical,Jether,יתר הישמעאלי,,https://he.wikipedia.org/wiki/%D7%99%D7%AA%D7%A8_%D7%94%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C%D7%99,Q6659565,,,,,,,
Biblical,Jethro,יתרו,https://en.wikipedia.org/wiki/Jethro_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%99%D7%AA%D7%A8%D7%95,Q62788,,,,15c BCE,,14c BCE,
Biblical,Joab,יואב בן צרויה,https://en.wikipedia.org/wiki/Joab,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%90%D7%91_%D7%91%D7%9F_%D7%A6%D7%A8%D7%95%D7%99%D7%94,Q1141064,,,,11c BCE,,970 BCE,
Biblical,Joaddan,יהועדן,https://en.wikipedia.org/wiki/Joaddan,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%A2%D7%93%D7%9F,Q20502568,,,,,,,
Biblical,Joah,Joah,https://en.wikipedia.org/wiki/Joah,,Q1690679,,,,,,,
Biblical,Joash,יואש,https://en.wikipedia.org/wiki/Joash_%28High_Priest%29,,Q6206582,Azariah I,,,,,,
Biblical,Job,איוב,https://en.wikipedia.org/wiki/Job_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%95%D7%91,Q179962,,,,2180 BCE,,,
Biblical,Jobab ben Zerah,יובב בן זרח,https://en.wikipedia.org/wiki/Jobab_ben_Zerah,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%91%D7%91_%D7%91%D7%9F_%D7%96%D7%A8%D7%97,Q6206768,,,,,Bozrah / בצרה,,
Biblical,Jochebed,יוכבד,https://en.wikipedia.org/wiki/Jochebed,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%9B%D7%91%D7%93,Q594805,Levi / לוי,,,,,,
Biblical,Joel,יואל,https://en.wikipedia.org/wiki/Joel_%28prophet%29,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%90%D7%9C_%D7%94%D7%A0%D7%91%D7%99%D7%90,Q45053,Pethuel,Micah / מיכה,Nahum / נחום,1 BCE,Judea / יהודה,7c BCE,Judea / יהודה
Rishonim,Joel ben Isaac ha-Levi,יואל הלוי מבונא,https://en.wikipedia.org/wiki/Joel_ben_Isaac_ha-Levi,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%90%D7%9C_%D7%94%D7%9C%D7%95%D7%99_%D7%9E%D7%91%D7%95%D7%A0%D7%90,Q96064770,,,,1115,,1200,
Tannaim,Johanan (2nd century rabbi),רבי יוחנן בן תורתא,https://en.wikipedia.org/wiki/Johanan_%282nd_century_rabbi%29,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%AA%D7%95%D7%A8%D7%AA%D7%90,Q2897319,,,,2c,Israel / ישראל,,
Tannaim,Johanan ben Baroka,רבי יוחנן בן ברוקה,https://en.wikipedia.org/wiki/Johanan_ben_Baroka,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%91%D7%A8%D7%95%D7%A7%D7%94,Q948902,,,,2c,Israel / ישראל,,
Tannaim,Johanan ben Nuri,רבי יוחנן בן נורי,https://en.wikipedia.org/wiki/Johanan_ben_Nuri,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%A0%D7%95%D7%A8%D7%99,Q447687,,,,1c,Israel / ישראל,2c,
Tannaim,Johanan ben Zakai,רבן יוחנן בן זכאי,https://en.wikipedia.org/wiki/Yohanan_ben_Zakkai,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%9F_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%96%D7%9B%D7%90%D7%99,Q733660,,Hillel the Elder / הלל הזקן; Shammai the elder / שמאי הזקן,Eliezer ben Hurcanus / רבי אליעזר בן הורקנוס; Joshua ben Hananiah / רבי יהושע בן חנניה; Shimon ben Nethanel / רבי שמעון בן נתנאל; Yose HaKohen / רבי יוסי הכהן; Eleazar ben Arach / רבי אלעזר בן ערך; Hanina ben Dosa / רבי חנינא בן דוסא,1c BCE,Judaea / פרובינקיה יודיאה,70s,Yavne / יבנה
Tannaim,Johanan HaSandlar,רבי יוחנן הסנדלר,https://en.wikipedia.org/wiki/Johanan_HaSandlar,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%97%D7%A0%D7%9F_%D7%94%D7%A1%D7%A0%D7%93%D7%9C%D7%A8,Q449248,,,,0100,Alexandria / אלכסנדריה,2c,Syria Palaestina / סוריה פלשתינה
Biblical,Joiakim,יהויקים בן יהושע,https://en.wikipedia.org/wiki/Joiakim_%28High_Priest%29,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%99%D7%A7%D7%99%D7%9D_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%A9%D7%A2,Q11979099,Joshua / יהושע בן יהוצדק,,,,,,
Biblical,Joktan,יקטן,https://en.wikipedia.org/wiki/Joktan,https://he.wikipedia.org/wiki/%D7%99%D7%A7%D7%98%D7%9F,Q1553059,Eber / עבר,,,,,,
Biblical,Jonadab,יונדב בן שמעה,https://en.wikipedia.org/wiki/Jonadab,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%93%D7%91_%D7%91%D7%9F_%D7%A9%D7%9E%D7%A2%D7%94,Q6271831,Shimea / שמעה,,,,,,
Biblical,Jonah,יונה,https://en.wikipedia.org/wiki/Jonah,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%94_%D7%91%D7%9F_%D7%90%D7%9E%D7%99%D7%AA%D7%99,Q2468262,Amittai / אמיתי,,,823 BCE,Gath-hepher / גת חפר,720 BCE,Nineveh / נינוה
Biblical,Jonathan,יהונתן בן גרשום,https://en.wikipedia.org/wiki/Jonathan_%28Judges%29,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%A0%D7%AA%D7%9F_%D7%91%D7%9F_%D7%92%D7%A8%D7%A9%D7%95%D7%9D,Q6272377,,,,,,,Dan / תל דן
Biblical,Jonathan,Jonathan,https://en.wikipedia.org/wiki/Jonathan_%28son_of_Abiathar%29,,Q116482643,,,,,,,
Biblical,Jonathan,יונתן בן אביתר,,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%AA%D7%9F_%D7%91%D7%9F_%D7%90%D7%91%D7%99%D7%AA%D7%A8,Q20502598,Abiathar / אביתר,,,,,,
Tannaim,Jonathan ben Uzziel,יונתן בן עוזיאל,https://en.wikipedia.org/wiki/Jonathan_ben_Uzziel,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%AA%D7%9F_%D7%91%D7%9F_%D7%A2%D7%95%D7%96%D7%99%D7%90%D7%9C,Q1400104,,Hillel the Elder / הלל הזקן,,,Land of Israel / ארץ ישראל,,Judaea / פרובינקיה יודיאה
Amoraim,Jose b. Zebida,רבי יוסי בר זבידא,https://en.wikipedia.org/wiki/Jose_bar_Zevida,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%A1%D7%99_%D7%91%D7%A8_%D7%96%D7%91%D7%99%D7%93%D7%90,Q6279613,,,,,,,
